adult,backdrop_path,genre_ids,id,Title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,query_year,Year_released,media_type,origin_country,original_name,first_air_date
False,/3RKBbSG68HdAeXmVa3h9G7nBMbh.jpg,"[878, 12, 18]",25392,Destination Moon,en,Destination Moon,"A team composed of an aerospace scientist, an ex-Air Force general, and an industrialist conceives an ambitious plan to land Americans on the moon. From their base in the Mojave Desert, they construct and successfully launch a spacecraft named ""Luna"" that contains a cargo of four astronauts. But a critical miscalculation of needed power to escape the moon's gravitational pull may put the astronauts' lives in danger.",2.1086,/2dsJUooqTX5BkOmkfnuuFlkmbB6.jpg,1950-06-27,False,False,5.925,100,1950,1950,film,,,
False,/a2jTsapIuYQ18Kjwp1sxjIpCCZE.jpg,"[878, 12]",37744,Rocketship X-M,en,Rocketship X-M,"Astronauts blast off to explore the moon on Rocketship X-M or ""Rocketship eXploration Moon"". A spacecraft malfunction and some fuel miscalculations cause them to end up landing on Mars. On Mars, evidence of a once powerful civilization is found. The scientists determine that an atomic war destroyed most of the Martians. Those that survived reverted to a caveman like existence.",1.4366,/kEODdwwJBEROPYpFUPWHSAm1ZTJ.jpg,1950-06-02,False,False,4.9,56,1950,1950,film,,,
False,/qwZRvb0DJ5IwDoRuKDRCBuHWzkw.jpg,"[878, 53, 18]",828,The Day the Earth Stood Still,en,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,5.1433,/eslDNzf0LF1m9GsgUXlmyfTcC6Y.jpg,1951-09-18,False,False,7.454,1264,1951,1951,film,,,
False,/30aHDHSHGX4HEeKlrgCwhTU72QP.jpg,"[18, 27, 878]",10785,The Thing from Another World,en,The Thing from Another World,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,2.9805,/rm2w8dEhOGDuckB6i0Spz9lTzpR.jpg,1951-04-05,False,False,6.723,695,1951,1951,film,,,
False,/eSxcby3f435Dq5yE3kPdLLj0oi7.jpg,"[35, 878]",32568,The Man in the White Suit,en,The Man in the White Suit,"The unassuming, nebbishy inventor Sidney Stratton creates a miraculous fabric that will never be dirty or worn out. Clearly he can make a fortune selling clothes made of the material, but may cause a crisis in the process. After all, once someone buys one of his suits they won't ever have to fix them or buy another one, and the clothing industry will collapse overnight. Nevertheless, Sidney is determined to put his invention on the market, forcing the clothing factory bigwigs to resort to more desperate measures...",1.8007,/laTLoNZB7Ar3ZDoQmspBDVa5mbC.jpg,1951-08-07,False,False,6.9,210,1951,1951,film,,,
False,/3yq46OSqqCqh6nP36guN1WAwwVy.jpg,"[878, 18]",16380,When Worlds Collide,en,When Worlds Collide,"When a group of astronomers calculate a star is on a course to slam into Earth, a few days before, it's accompanying planet will first pass close enough to the Earth to cause havoc on land and sea. They set about building a rocket so a few selected individuals can escape to the planet.",1.9334,/zVBEXGxtnD83t0PfKm9uZbnpDbA.jpg,1951-09-14,False,False,6.4,210,1951,1951,film,,,
False,/2IbaHMUwb81cr7PwcvaXl0JtikP.jpg,"[878, 28, 12]",41800,Superman and the Mole Men,en,Superman and the Mole Men,"Reporters Clark Kent and Lois Lane arrive in the small town of Silsby to witness the drilling of the world's deepest oil well. The drill, however, has penetrated the underground home of a race of small, furry people who then come to the surface at night to look around. The fact that they glow in the dark scares the townfolk, who form a mob, led by the vicious Luke Benson, intent on killing the strange people. Only Superman has a chance to prevent this tragedy.",1.5196,/9b41Aa3hS2DJ1DhzLmtMcAswlys.jpg,1951-11-23,False,False,5.4,78,1951,1951,film,,,
False,/5pXhfTMklUEKVtDt6EIUKcEqtSx.jpg,"[27, 35, 878]",33475,Bud Abbott and Lou Costello Meet the Invisible Man,en,Bud Abbott and Lou Costello Meet the Invisible Man,"As novice detectives, Bud and Lou come face to face with the Invisible Man.",1.3899,/qNsAGXUy2j3pyCc72YntENPUdef.jpg,1951-03-14,False,False,6.308,120,1951,1951,film,,,
False,/6QlHa9BaC2CTcfzCgqeyGRVwlYr.jpg,"[878, 53, 27]",50153,The Man from Planet X,en,The Man from Planet X,"While watching for a planet that may collide with earth, scientists stationed in Scotland are approached by a visitor from outer space.",1.1755,/bA8TbHq96DaWxml0j3OneCBjrJG.jpg,1951-04-27,False,False,5.851,84,1951,1951,film,,,
False,/1sS6ilJQOv6QUbQ6cgZ0E7mh5qB.jpg,"[35, 878]",24008,Monkey Business,en,Monkey Business,"Research chemist Barnaby Fulton works on a fountain of youth pill for a chemical company. One of the labs chimps gets loose in the laboratory and mixes chemicals, but then pours the mix into the water cooler. When trying one of his own samples, washed down with water from the cooler, Fulton begins to act just like a twenty-year-old and believes his potion is working. Soon his wife and boss are also behaving like children.",1.9698,/cVYh7b1fLy9zzpZLX2aVNF5U12C.jpg,1952-09-03,False,False,6.7,298,1952,1952,film,,,
False,/pyYU53K9QZIIvCvkLo7GwXOBNVs.jpg,"[16, 35, 878]",52973,"Water, Water Every Hare",en,"Water, Water Every Hare","Bugs Bunny's rabbit hole floods, causing him to float to the laboratory of an evil scientist who wants to use his brain for a robot.",0.6146,/4bTJq19uRHNsjVWpOYVHvTNUITg.jpg,1952-04-19,False,False,7.529,68,1952,1952,film,,,
False,/74Q8M90Tg2TsV3iKjoDpJ77WPMJ.jpg,"[878, 28]",8974,The War of the Worlds,en,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, until they discover it is the first of many transport devices from Mars bringing an army of invaders invincible to any man-made weapon, even the atomic bomb.",8.4277,/gzc75Za4ArqfXIIr7STNnIE5rnA.jpg,1953-04-03,False,False,6.805,716,1953,1953,film,,,
False,/7WSOCpCWcTJR8sTEYfh02ct7ylB.jpg,"[18, 27, 878]",35073,"The Beast from 20,000 Fathoms",en,"The Beast from 20,000 Fathoms",The controlled explosion of an atomic bomb in the Arctic Circle awakens a frozen dinosaur that will wreak havoc in New York City.,2.2182,/a45mCN6BUPg0JHVnprDOPc2VIST.jpg,1953-06-13,False,False,6.6,205,1953,1953,film,,,
False,/f26rSgpMWGNOtW4pdIpUDQSnbj3.jpg,"[878, 27]",20424,Invaders from Mars,en,Invaders from Mars,A boy tries to stop aliens that have taken over his town and are brainwashing its inhabitants.,2.0004,/hoHCZJWrHwEXfog7ql0DtGbzmv4.jpg,1953-04-09,False,False,5.933,210,1953,1953,film,,,
False,/gViGkoDcSzD068r04Vdo6jF0oGM.jpg,"[878, 27]",19483,It Came from Outer Space,en,It Came from Outer Space,"Author and amateur astronomer John Putnam and schoolteacher Ellen Fields witness an enormous meteorite come down near a small town in Arizona. Putnam becomes a local object of scorn when, after examining the object up close, he announces that it is a spacecraft, and that it is inhabited...",1.9229,/zPXff8iRma28YQFApfzuWadZXzP.jpg,1953-06-05,False,False,6.346,254,1953,1953,film,,,
False,/7Ck3Q00b6rsPxntPAnsCmoxjmYH.jpg,"[35, 878]",33472,Abbott and Costello Go to Mars,en,Abbott and Costello Go to Mars,"Lester and Orville accidentally launch a rocket which is supposed to fly to Mars. Instead it goes to New Orleans for Mardi Gras. They are then forced by bank robber Mugsy and his pal Harry to fly to Venus where they find a civilization made up entirely of women, men having been banished.",1.2576,/wGnKIzOiymXrPq2GU5htrWVIXZK.jpg,1953-04-06,False,False,5.44,58,1953,1953,film,,,
False,/nd0JD8pnKpD20y4uwIgAiSS7zSM.jpg,"[16, 35, 878]",67409,Duck Dodgers in the 24½th Century,en,Duck Dodgers in the 24½th Century,Space hero Daffy battles Marvin the Martian for control of Planet X.,1.3374,/7aWJvj52vwS1hkafQXTtiNPMSM4.jpg,1953-07-25,False,False,7.631,179,1953,1953,film,,,
False,/9uxrsVcRCTuSmQ4CB8XUfE35Co2.jpg,"[35, 27, 9648, 878]",3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,en,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,"As American policemen in London, Bud and Lou meet up with Dr. Jekyll and Mr. Hyde.",1.2158,/bRsn8H6X5bxX1YXu9hHIExSSwHa.jpg,1953-08-01,False,False,6.286,96,1953,1953,film,,,
False,/dgOEH9LyL9Dw0Ama8N7lPvxLvYh.jpg,[878],43341,Cat-Women of the Moon,en,Cat-Women of the Moon,Astronauts travel to the moon where they discover it is inhabited by attractive young women in black tights.,0.8238,/jjN6eqMwirmmWmdgXj6uALFuebm.jpg,1953-09-03,False,False,4.1,50,1953,1953,film,,,
False,/ytcBjaFsLZ3g8krv6dej87Wemgt.jpg,"[878, 27]",43353,Robot Monster,en,Robot Monster,"Ro-Man, an alien robot who greatly resembles a gorilla in a diving helmet, is sent to earth to destroy all human life. Ro-Man falls in love with one of the last six remaining humans, and struggles to understand how his programming can instruct him to kill her while his heart demands that he can't.",0.8867,/5b4SKRHdSHCm2SZmrP26lnVC44x.jpg,1953-06-24,False,False,4.514,107,1953,1953,film,,,
False,/ub1sIbdSrokPZawY2ljExXZov2j.jpg,"[53, 27, 878]",1678,Godzilla,ja,ゴジラ,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Kyohei Yamane soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",5.8999,/2W0Yw0qrgVMgdsSCZRKtfvaAh0i.jpg,1954-11-03,False,False,7.6,1128,1954,1954,film,,,
False,/6kN5rkADuRtVw7kLD08JyQHZ5OB.jpg,"[12, 878, 14]",173,"20,000 Leagues Under the Sea",en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",5.8166,/heAEH85fdxEgV98LizHbQCL95iZ.jpg,1954-12-23,False,False,7.066,997,1954,1954,film,,,
False,/bW83NQMHtgFIkDSoZBer4eEnc9V.jpg,"[878, 27]",11071,Them!,en,Them!,"As a result of nuclear testing, gigantic, ferocious mutant ants appear in the American desert southwest, and a father-daughter team of entomologists join forces with the state police officer who first discovers their existence, an FBI agent and, eventually, the US Army to  eradicate the menace, before it spreads across the continent — and the world.",3.8804,/tP352STF6BvSROi8K3CMM799TVo.jpg,1954-06-16,False,False,6.8,470,1954,1954,film,,,
False,/31P56eY3GQOA0wTwiW0gzkJyhSG.jpg,"[12, 27, 878]",10973,Creature from the Black Lagoon,en,Creature from the Black Lagoon,"When scientists exploring the Amazon River stumble on a “missing link” connecting humans and fish, they plan to capture it for later study. But the Creature has plans of his own, and has set his sights on the lead scientist's beautiful fiancée, Kay.",3.6343,/euCzA2Exc70MpTDCVYih8tdE7z1.jpg,1954-03-05,False,False,6.8,872,1954,1954,film,,,
False,/aNA1B8U4XhBtoLIlW2UcF7hQFC1.jpg,"[878, 27]",24212,Devil Girl from Mars,en,Devil Girl from Mars,"Eight people at a remote Scottish inn find themselves confronted by a woman from Mars, who has landed her flying saucer for repairs but intends to soon conquer the Earth and enslave its men for breeding purposes.",0.8774,/kgQh1yJdQ3ESgwNzTAVNIw3FzMZ.jpg,1954-05-01,False,False,5.2,56,1954,1954,film,,,
False,/6vgwY2uMmvgNJiWN20NviRic7Wt.jpg,"[27, 878]",23045,Killers from Space,en,Killers from Space,"Atomic scientist/pilot Doug Martin is missing after his plane crashes on an reconnaissance mission after a nuclear test. Miraculously appearing unhurt at the base later, he is given sodium amethol, but authorities are skeptical of his story that he was captured by aliens determined to conquer the Earth with giant monsters and insects. Martin vows to use existing technology to destroy them.",0.8159,/ajQgkwtcVvjqBcDq31qwbn8svyT.jpg,1954-01-23,False,False,3.831,59,1954,1954,film,,,
False,/xJgVSEl4HnRl4UscJRQn9Rfubet.jpg,"[878, 27, 28]",1679,Godzilla Raids Again,ja,ゴジラの逆襲,"Two fishing scout pilots make a horrifying discovery when they encounter a second Godzilla alongside a new monster named Anguirus. Without the weapon that killed the original, authorities attempt to lure Godzilla away from the mainland. But Anguirus soon arrives and the two monsters make their way towards Osaka as Japan braces for tragedy.",3.2423,/bBYdh9tDCyLaArBOzE38QCA7C3y.jpg,1955-04-24,False,False,5.976,336,1955,1955,film,,,
False,/mJhEzR254JifF0wjKj48hcqabus.jpg,"[878, 27]",9077,Tarantula,en,Tarantula,"A rogue scientist near a small desert town arouses the suspicion of the town's doctor when his lab assistant is found dead from a case of acromegaly, which took only four days to develop.  As the doctor investigates, aided by the scientist's new female assistant, they discover that something is devouring local cattle and humans in increasingly large quantities.",1.8437,/4mFsbUObsmbTe0rZCXBFPLfDbRt.jpg,1955-10-29,False,False,6.485,310,1955,1955,film,,,
False,/50IG2hfHcPeAJBZxgRr8op4lLhq.jpg,"[27, 878]",40761,Revenge of the Creature,en,Revenge of the Creature,"In a tributary of the Amazon, a monster – half-man, half-fish – is captured and placed in a reservoir in a Florida national park to be observed by scientists.",2.0407,/bmel9CVuESAxxVVRjDw22g8YDhE.jpg,1955-01-17,False,False,5.601,168,1955,1955,film,,,
False,/hEK998lceNeL6kSkQzHfmuH1Ld.jpg,"[878, 27]",24580,The Quatermass Xperiment,en,The Quatermass Xperiment,"The first manned spacecraft, fired from an English launchpad, is lost from radar before roaring back to Earth and crashing in a farmer's field. The rocket is found to contain only one of the three men who took off in it; and he is unable to talk but appears to be undergoing a torturous physical and mental metamorphosis.",1.7129,/lm6cQiUjJ0AUUqESI9WWM7veIbp.jpg,1955-09-26,False,False,6.53,233,1955,1955,film,,,
False,/inQQLXDOkb3jwDqNqHF8Lnel6yU.jpg,"[878, 12, 27]",831,This Island Earth,en,This Island Earth,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",1.7462,/2viRDpHmhzQoreZok2auLjkVbSE.jpg,1955-06-10,False,False,6.0,238,1955,1955,film,,,
False,/shmjuV9A0tQL9wIHCYGS9drpPaj.jpg,"[878, 12, 27]",29959,It Came from Beneath the Sea,en,It Came from Beneath the Sea,"A giant octopus, whose feeding habits have been affected by radiation from H-Bomb tests, rises from the Mindanao Deep to terrorize the California Coast.",1.4811,/5Uhq7FinrZIpvoz8OUUL6yziHtO.jpg,1955-07-01,False,False,5.67,109,1955,1955,film,,,
False,/yhSSPNQm9ngaousW5xY8zYK3VkE.jpg,"[27, 878]",29062,Day the World Ended,en,Day the World Ended,"After a nuclear attack, an unlikely group of survivors, including a geologist, a crook and his moll, and a prospector,  find temporary shelter in the remote-valley home of a survivalist and his beautiful daughter, but soon have to deal with the spread of radioactivity - and its effects on animal life, including humans.",1.0541,/whivmoD8QfIfJnO87l2juWY8uoW.jpg,1955-12-01,False,False,5.0,73,1955,1955,film,,,
False,/puQQOAvPiMg7TBr8HwDidtthmz7.jpg,"[27, 878]",36489,Bride of the Monster,en,Bride of the Monster,"Dr. Eric Vornoff, with the help of his mute assistant Lobo, captures twelve men for a grisly experiment; His goal to turn them into supermen using atomic energy. Reporter Janet Lawton, fiancée of the local lieutenant, vows to investigate Vornoff's supposedly haunted house.",1.0073,/mk9uXv3MGHu2FGRAlqatMtGlk0z.jpg,1955-05-11,False,False,4.368,133,1955,1955,film,,,
False,/o2Vx6xE0IHizkYMFqXau2YKLfQp.jpg,"[878, 12]",830,Forbidden Planet,en,Forbidden Planet,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for twenty years. They find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",5.1085,/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,1956-03-23,False,False,7.247,1079,1956,1956,film,,,
False,/cVE52iLZDjCkF9I59qfUQkgmOf3.jpg,"[878, 27]",18983,"Godzilla, King of the Monsters!",en,"Godzilla, King of the Monsters!","During an assignment, foreign correspondent Steve Martin spends a layover in Tokyo and is caught amid the rampage of an unstoppable prehistoric monster the Japanese call 'Godzilla'. The only hope for both Japan and the world lies on a secret weapon, which may prove more destructive than the monster itself.",3.2266,/19RDmhX6LtzMxv0KXXAU1IBIvvA.jpg,1956-04-27,False,False,6.5,283,1956,1956,film,,,
False,/qcLHMO01oECjbL8MUPRXsLOMFhx.jpg,"[878, 27, 53]",11549,Invasion of the Body Snatchers,en,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,3.2747,/8BrMQmgwGzIHSyBjCDOLOdi79fJ.jpg,1956-02-05,False,False,7.5,1212,1956,1956,film,,,
False,/eLo6eRTHAbaC21qRuxzyCmUaaT0.jpg,"[878, 18]",1984,1984,en,1984,"In a totalitarian future society, a man whose daily work is rewriting history tries to rebel by falling in love.",2.556,/2EOfGaRluwJe6OlR21JtbLhWDvt.jpg,1956-03-06,False,False,6.5,146,1956,1956,film,,,
False,/f6p9g80p9IEYiA5l9lvtdmkENDv.jpg,"[27, 878]",19742,Rodan,ja,空の大怪獸 ラドン,"Mining engineer Shigeru investigates the disappearance and death of his fellow coworkers when prehistoric nymphs are discovered emerging from the mines. After an attack on the local village, Shigeru heads deeper into the mines only to make a more horrifying discovery in the form a prehistoric flying creature. Soon a second monster appears as the two converge in Fukuoka.",2.268,/tcSSYYFsRrQCvy2HskkwpY29NnB.jpg,1956-12-26,False,False,6.5,192,1956,1956,film,,,
False,/rpazkJ87yIAcKbQ4IFbZ8y2uJIN.jpg,"[28, 878]",18158,Earth vs. the Flying Saucers,en,Earth vs. the Flying Saucers,"Test space rockets exploding at liftoff and increased reporting of UFO sightings culminate in a direct attempt by alien survivors of a dead, extra-galactic civilization to invade Earth from impervious flying saucers, using ray-weapons of mass destruction.",2.5831,/qCOLglZvQgQAyWMCZodBo3wmgqp.jpg,1956-06-13,False,False,6.128,188,1956,1956,film,,,
False,/hVvio72dIEXRyNEjfb9wnDGYMfU.jpg,"[878, 53, 27]",27625,It Conquered the World,en,It Conquered the World,"An alien from Venus tries to take over the world with the help of a disillusioned human scientist, as his wife, his best friend and the friend's wife try to intervene.",1.9113,/ed5aKwjf0xJ0yoX2faFUULVLqJJ.jpg,1956-07-14,False,False,4.9,55,1956,1956,film,,,
False,/kHTlqGVoGwaEcGc1LjkJKbC0v4Z.jpg,"[27, 878, 9648]",26865,X: The Unknown,en,X: The Unknown,"Army radiation experiments awaken a subterranean monster from a fissure that feeds on energy and proceeds to terrorise a remote Scottish village. An American research scientist at a nearby nuclear plant joins with a British investigator to discover why the victims were radioactively burned and why, shortly thereafter, a series of radiation-related incidents are occurring in an ever-growing straight line away from the fissure.",1.6373,/bS1PSy0lDfP2EEDprGEMOJGbKOG.jpg,1956-09-21,False,False,6.1,74,1956,1956,film,,,
False,/fJevLurT8xaEpVtDjzD1Uyk8sdW.jpg,"[878, 12]",75506,World Without End,en,World Without End,"Four astronauts returning from man's first mission to Mars enter a time warp and crash on a 26th-century Earth devastated by atomic war.  At first unaware where they are, but finding the atmosphere safe to breathe, they start exploring and find themselves in a divided future where disfigured mutants living like cavemen inhabit the surface, while the normals live comfortably below the surface but are dying as a race from lack of natural water, air and sunlight.",1.3384,/flvqHHFMBCks5Mlb4HWydUZcwbV.jpg,1956-03-25,False,False,5.712,59,1956,1956,film,,,
False,/buU4bsenncCbSMkTfdk3Jg5pxTb.jpg,"[12, 27, 878]",41516,The Mole People,en,The Mole People,A party of archaeologists discovers the remnants of a five millennia-old mutant Sumerian civilization living beneath a glacier atop a mountain in Mesopatamia.,1.2535,/utOyyOn1KQ47ONwtAlC8M9i7zmW.jpg,1956-12-01,False,False,5.2,64,1956,1956,film,,,
False,/pk2iagBsU2dTZ8sLiwieZtANcXk.jpg,"[37, 878, 27]",108181,The Beast of Hollow Mountain,en,The Beast of Hollow Mountain,An American cowboy living in Mexico discovers his cattle is being eaten by a giant prehistoric dinosaur.,1.1437,/xN8Dv4DXCoJjupn12QjAgYCYfgi.jpg,1956-08-01,False,False,4.262,61,1956,1956,film,,,
False,/6RLoNK2XEAZfOpWjPMI7sEpw0kL.jpg,"[27, 878]",39408,The Creature Walks Among Us,en,The Creature Walks Among Us,"Scientists surgically transform the Creature into an air-breather, but being able to live on land is not enough to make him comfortable with humans. Enraged, he turns his wrath on anyone who comes near as he desperately tries to return to the deep-water world where he truly belongs.",1.3217,/lygDmTXJgynNuHkXH0PjJidXQ0F.jpg,1956-03-01,False,False,5.4,94,1956,1956,film,,,
False,/3bAoBfuCIVbIRLOBL8Nqerdycuz.jpg,"[80, 27, 878]",48385,Indestructible Man,en,Indestructible Man,"A scientific experiment involving subjecting a corpse to an extreme charge of electricity accidentally revives an executed criminal and makes him impervious to harm, allowing him to seek revenge on his former partners, and deal similarly with anyone else who gets in his way.",1.0454,/kcD0kG86GK2mUHjNf6QoDfwtnxd.jpg,1956-03-24,False,False,4.366,56,1956,1956,film,,,
False,/pAgvge6guyQMmk5Ko0cG3wMlfr6.jpg,"[27, 878]",44545,The Werewolf,en,The Werewolf,"The arrival in a small mountain town of a dissheveled stranger launches a series of murders committed by some sort of animal.  As the town doctor and his daughter attempt to help the stranger, the sheriff investigates the murders; and they uncover a sinister experiment involving two rogue scientists, a car accident victim, his wife and children, and a serum that causes a man to turn into a ravaging werewolf.",1.0196,/yWWzmxfK0dKjTpEbPWZXlPRhGPS.jpg,1956-07-01,False,False,5.625,56,1956,1956,film,,,
False,/bd9lxQ4SgnNb6NPIph4pz5HGLpY.jpg,"[878, 12, 27]",31682,The Incredible Shrinking Man,en,The Incredible Shrinking Man,"A dangerous combination of radiation and insecticide causes the unfortunate Scott Carey to shrink, slowly but surely, until he is only a few inches tall. His home becomes a wilderness where he must survive everything from spiders living in the cellar to his beloved cat.",2.6778,/vI7IdqfvsyoQAjAzRWS2fYvUoOu.jpg,1957-02-22,False,False,7.48,575,1957,1957,film,,,
False,/5Hw9NUjWoEo9vJus3ECiwRWl8HH.jpg,"[27, 878]",3079,The Curse of Frankenstein,en,The Curse of Frankenstein,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,2.7561,/r9PDkqKhzdo54aqnOL88wUJY49B.jpg,1957-05-20,False,False,6.8,348,1957,1957,film,,,
False,/9pHCAT1ScILdkhY8ErfOma8W4kB.jpg,"[878, 27]",10513,Plan 9 from Outer Space,en,Plan 9 from Outer Space,"In California, an old man grieves the loss of his wife, and dies the day after she is buried. However, the space soldier Eros and his mate Tanna use an electric device to resurrect them both, alongside the strong Inspector Clay, who was murdered by the alien-controlled dead couple. When the populations of Hollywood and Washington D.C. see flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife, and a policeman try to stop the aliens.",2.0194,/bmicZi7PvlnZ9rZqp6QXN2Db0pT.jpg,1957-03-15,False,False,4.2,615,1957,1957,film,,,
False,/pvNE91iHqQlowSOwKHXgWV0gCaM.jpg,"[878, 27]",15096,20 Million Miles to Earth,en,20 Million Miles to Earth,"When the first manned flight to Venus returns to Earth, the rocket crash-lands in the Mediterranean near a small Italian fishing village. The locals manage to save one of the astronauts Colonel Calder, the mission commander. A young boy also recovers what turns out to be a specimen of an alien creature. Growing at a fantastic rate, it manages to escape and eventually threatens the city of Rome.",1.8735,/wozerDO9kpVBN63sq3wiM5zYmSo.jpg,1957-06-01,False,False,6.3,173,1957,1957,film,,,
False,/2yNSr4yuAagKwX7q7gq4TxPZHV4.jpg,"[878, 27]",44591,The Black Scorpion,en,The Black Scorpion,Volcanic activity frees giant scorpions from the earth who wreak havoc in the rural countryside and eventually threaten Mexico City.,1.5846,/z6gEzeLl3NWuESexRiUpk4rtLPH.jpg,1957-10-11,False,False,5.209,67,1957,1957,film,,,
False,/bS8cS0JcxIe2kV126GINgeOxlVS.jpg,"[878, 28, 18, 53, 10752]",43226,The Mysterians,ja,地球防衛軍,"In Japan, scientifically advanced invaders from the war-destroyed planet Mysteroid cause an entire village to vanish, then send a giant robot out to storm the city by night, after which they request a small patch of land on Earth and the right to marry earthling women, claiming to be pacifists.  Mankind must decide whether to capitulate or to resist.",1.6857,/eILFc9gTP1Yxj9oI4hXEBRGnt1w.jpg,1957-12-28,False,False,6.379,62,1957,1957,film,,,
False,/cEcpxL3BgEs8xBT43ancwLVdNfQ.jpg,"[878, 27]",26278,Quatermass 2,en,Quatermass 2,"In England, a group of space scientists led by Bernard Quatermass, who have developed plans for the first Moon colony, learn that a secret, ostensibly government-run, complex of identical design has been built in a remote part of England and is the focus of periodic falls of small, hollow ""meteorites"" originating in outer space.  Quatermass determines to investigate and uncovers a terrifying extraterrestrial life form which has already begun action to take over the Earth.",1.6637,/hJJtV5puzYAODgck0JTWVX8zjKu.jpg,1957-06-17,False,False,6.426,149,1957,1957,film,,,
False,/owXdDW8G3myf1D34zGHohtH3gty.jpg,"[27, 878]",52196,The Monolith Monsters,en,The Monolith Monsters,Rocks from a meteor which grow when in contact with water threaten a sleepy Southwestern desert community.,1.6534,/xIStqMPFzdvOs4Lm0kRwEMGNNm6.jpg,1957-12-06,False,False,6.494,86,1957,1957,film,,,
False,/ebiZGwgT0CotlOmJ87vxjquRhQf.jpg,"[878, 27]",36089,The Giant Claw,en,The Giant Claw,Global panic ensues when it is revealed that a mysterious UFO is actually a giant turkey-like bird that flies at supersonic speed and has no regard for life or architecture.,1.3314,/hkFSOt7JRUatFRMB6CkfUtMOOKb.jpg,1957-06-01,False,False,4.811,95,1957,1957,film,,,
False,/czpVPjEs0z5l3TqXAuJQ86ViKmr.jpg,"[18, 14, 27, 878]",43228,I Was a Teenage Werewolf,en,I Was a Teenage Werewolf,A hypnotherapist uses a temperamental teenager as a guinea pig for a serum which transforms him into a vicious werewolf.,1.1989,/hUfeXNAyY9r9Yi8LWRGiBmwJwGU.jpg,1957-06-19,False,False,4.807,57,1957,1957,film,,,
False,/8lBKaBFTXpEAshuba3Eh7Qn8Ds1.jpg,"[27, 878]",53949,The Monster That Challenged the World,en,The Monster That Challenged the World,Giants Mollusks are released from the earth by an earthquake and start killing people.,1.2576,/rnXcmKzNatbvuXj20xTXQt7Ne9i.jpg,1957-06-14,False,False,5.618,55,1957,1957,film,,,
False,/iZUDrHT7Dj5JjU5F31QUpBQS47Q.jpg,"[27, 878]",43715,The Deadly Mantis,en,The Deadly Mantis,"A giant prehistoric praying mantis, recently freed from the Arctic ice, voraciously preys on American military at the DEW Line and works its way south.",1.2055,/6uMoRTAfHbPVaYl59xKbInSVD3g.jpg,1957-05-01,False,False,4.9,79,1957,1957,film,,,
False,/8eIjBetuGK2F1wwFUJ0JyPbAxMb.jpg,"[878, 27]",26946,Attack of the Crab Monsters,en,Attack of the Crab Monsters,"A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane mysteriously explodes. The team soon discovers that the tests have given rise to crabs mutated into intelligent, impervious, telepathic giants intent on increasing their numbers by breeding, then travelling to populated areas to feed, and which do not intend to be stopped by their discoverers.",1.3238,/pDaJt3Jv41mOvND7HaDnmiGsD5V.jpg,1957-02-10,False,False,5.169,86,1957,1957,film,,,
False,/eKb5U1lUeXY5wXRTaByjgYehps5.jpg,"[878, 27]",27623,Not of This Earth,en,Not of This Earth,"An alien from planet Davanna, whose population has developed a terminal blood disease caused by nuclear radiation, is sent to Earth to acquire fresh human blood for his people.",1.1443,/tgjdzyriupfXJStZVEUouVhU2k9.jpg,1957-02-10,False,False,5.729,72,1957,1957,film,,,
False,/mQHNNSDMIYiM4PRQTLwsMnfohR7.jpg,"[27, 9648, 878]",28061,Lust of the Vampire,it,I vampiri,"A mad scientist captures young women and drains their blood, in order to keep alive an ancient, evil duchess.",1.1272,/1erlBZP5BKOvZJQ7yv0eDpKrY47.jpg,1957-04-05,False,False,6.319,83,1957,1957,film,,,
