adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,query_year
False,/3ap6vhJN7q87mziDP6EltPGQ0hW.jpg,"[28, 878]",1705,Battle for the Planet of the Apes,en,Battle for the Planet of the Apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",5.1057,/dP5dYjLp5p2CG103cJMio4Nj29d.jpg,1973-06-15,False,False,5.681,1084,1973
False,/iCdtK81PavU2Tcm5nuuPipG0gHt.jpg,"[878, 27, 28]",29425,The Crazies,en,The Crazies,"The military attempts to contain a manmade virus causing death and permanent insanity in those infected, as it overtakes a small Pennsylvania town.",2.879,/xSNgBJL9WKMHwl42gZXeRsQXFa1.jpg,1973-03-16,False,False,6.074,420,1973
False,/z8125Gm4hadwQZOcFiZ7uor77E4.jpg,"[35, 878]",20803,Ivan Vasilyevich Changes His Profession,ru,Иван Васильевич меняет профессию,"A scientist builds a time machine and accidentally sends his apartment complex manager and a petty burglar to 16th century Moscow, while Tsar Ivan the Terrible travels to 1973.",2.5029,/nTAP9fZT2fpl0YLZwMYaiWfV4Zg.jpg,1973-09-17,False,False,7.885,413,1973
False,/uVTEJPLof6fizkWvmhxEprut9oQ.jpg,"[35, 878]",11561,Sleeper,en,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",2.7803,/YTYSziZZP5aXt5CDvdEMwKDzme.jpg,1973-12-17,False,False,6.86,850,1973
False,/AwrqoanoZVYoc0MRyE0RiHEKm71.jpg,"[16, 878]",16306,Fantastic Planet,fr,La Planète sauvage,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",2.5286,/prq0j1S0K07UjwLZLF6oMGflRUI.jpg,1973-12-01,False,False,7.636,1119,1973
False,/5KPRH4vvVVsAC5y0d0g5qNw6AT3.jpg,"[28, 12, 878]",39264,Godzilla vs. Megalon,ja,ゴジラ対メガロ,"Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.",2.2788,/au8CGZeCjgoxHe33gZWO0DDvndL.jpg,1973-03-17,False,False,6.193,246,1973
False,/8A0spwCdHvII4EYAryvIiT9nBxV.jpg,"[27, 878, 53]",27084,Invasion of the Bee Girls,en,Invasion of the Bee Girls,A powerful cosmic force is turning Earth women into queen bees who kill men by wearing them out sexually.,1.9359,/wIE6Fsq9KHTwBUOWwy1q9HwOXz3.jpg,1973-06-01,False,False,4.591,77,1973
False,/hHe6oQAV3SzYySv5Jg8GqG27bAD.jpg,"[28, 878]",62754,The Neptune Factor,en,The Neptune Factor,"When an underwater ocean lab is lost in a earthquake, an advanced submarine is sent down to find it and encounters terrible danger.",1.5524,/t4wrizSnKxCgiJTrB7CGnM2eME4.jpg,1973-06-26,False,False,5.055,55,1973
False,/xdxOzGudrhLKCMN0IEZQN12g8ky.jpg,"[18, 878, 53, 12]",42470,The Day of the Dolphin,en,The Day of the Dolphin,A marine biologist teaches his dolphins to communicate in English but shady characters plan to kidnap the trained mammals for a more sinister purpose.,1.4487,/vLztqesi2Dj5Ny74u33GufVzKR6.jpg,1973-12-19,False,False,5.836,67,1973
False,/kG0WaeE1BFoRF6NR9SkWiB9oGWH.jpg,"[27, 35, 878]",42468,Tales That Witness Madness,en,Tales That Witness Madness,"Enigmatic asylum owner Dr Tremayne houses four very special cases. Visited by his colleague Nicholas, Tremayne explains his amazing and controversial theories as to why each patient went mad, be they a ritualistic 'luau', a time-travelling bicycle, a toy tiger, and a tree stump.",1.4362,/zeTgxwQokdojbrqmq78GhxaHQxI.jpg,1973-10-31,False,False,5.527,55,1973
False,/8jWWH5b0t1iD6VxzlScBWClVsrd.jpg,"[878, 12, 10770]",39829,The Six Million Dollar Man,en,The Six Million Dollar Man,"Colonel Steve Austin, astronaut and test pilot, is badly injured when he crashes while testing an experimental aircraft. A covert government agency (OSI) is willing to pay for special prosthetics to replace the eye, arm and both legs he lost in the crash. Highly advanced technology (bionics) built into them will make him faster, stronger and more resilient than normal. In return they want him to become a covert agent for the OSI. It will cost $6,000,000 to rebuild Steve Austin.",1.3679,/cf7JBTR0yrHKkmMJ1EGElZWcwpz.jpg,1973-03-07,False,False,6.698,91,1973
False,/fWsYSt83EK8YB3o1OSBS9t8A6tF.jpg,"[27, 878]",42469,The Creeping Flesh,en,The Creeping Flesh,"A Victorian scientist returns to London with his paleontological bag-of-bones discovery from Papua New Guinea. Unfortunately, when exposed to water, flesh returns to the bones, unleashing a malevolent entity on the scientist's family and friends.",1.1288,/tC6nxcNqXOcp10JbFI2cGZkXhjL.jpg,1973-02-12,False,False,5.88,115,1973
False,/hPZnGavHDVNerv512cjIQGnIZey.jpg,"[35, 27, 878]",54123,Schlock,en,Schlock,"A quiet suburb in Southern California is terrorized by a mysterious murderous monster living in a cave. As the bodies pile up -- with incriminating banana peels always near by the crime scene -- a group of teens stumble on the guilty party: a 20-million-year-old Schlockthropus, an ape-like creature with a sense of the absurd.",0.9602,/pr9DXClc5hHJDUZ7iCmMbmqHXur.jpg,1973-03-01,False,False,5.621,70,1973
False,/8s2zX5oOC9XaAlSGwKezKSjCS6Z.jpg,"[35, 878]",161334,Omer the Tourist in Star Trek,tr,Turist Ömer Uzay Yolunda,"The spaceship Enterprise under the command of Captain Kirk has embarked on a new mission. They need to receive the reports from Professor Krater, who lives alone with his wife on the planet Orin 7. Mister Spak lands on the planet with a team. However, one of the crew dies unexpectedly. The doctor had difficulty determining the cause of death. The killer is the professor's wife Nancy. The professor decides to lure a creature from ancient times to the planet with a time machine to save him. Omar, a tourist, is about to be married to a woman he didn't know at the time. During the wedding ceremony, the machine pulls Omar to Orin 7. The tourist thinks that Omar survived. But the adventure is just beginning.",0.5567,/c7ZmfoxZRbtnoAUFEzIpSbPadUq.jpg,1973-01-01,False,False,6.218,55,1973
False,/tFvyHuyeYWsUUcSA8kfg4aQYxX9.jpg,"[14, 28, 53, 878]",4923,Zardoz,en,Zardoz,"In the far future, a savage trained only to kill finds a way into the community of bored immortals that alone preserves humanity's achievements.",3.4378,/6qvQhJhvM7wWPB2LjVpivSNraIv.jpg,1974-02-06,False,False,5.9,527,1974
False,/qMxhl5NeeXj4Rs0stsGgC7GsB9C.jpg,"[27, 878]",59189,Phase IV,en,Phase IV,Arizona ants mock the food chain on their way to a desert lab to get two scientists and a woman.,3.0636,/x6fQtAmCD4JlAcUnTfYoinPp1zz.jpg,1974-09-13,False,False,6.323,302,1974
False,/5I6yjyIKzAeQd5C1ynJnfWCK22u.jpg,"[35, 878]",1410,Dark Star,en,Dark Star,"A group of scientists are sent on a mission to destroy unstable planets. Twenty years into their mission, they have to battle their alien mascot as well as a ""sensitive"" and intelligent bombing device that starts to question the meaning of its existence.",3.5427,/aiqLBiH0IWrog2Q78dZTT8Ad9Sp.jpg,1974-03-30,False,False,5.998,659,1974
False,/fhyazL1YkuA6C8q2HYAaO71VmZ0.jpg,"[35, 878]",3687,Flesh Gordon,en,Flesh Gordon,"Emperor Wang (the Perverted) is leader of the planet Porno and sends his mighty ""Sex Ray"" towards Earth, turning everyone into sex-mad fiends. Only one man can save the Earth, football player Flesh Gordon. Along with his girlfriend Dale Ardor and Professor Flexi-Jerkoff, they set off towards the source of the Sex Ray, unaware of the perils that face them!",2.7928,/qnPEdOzLW9Z7ZYGIZQUJx00ww6S.jpg,1974-07-30,False,False,4.807,122,1974
False,/gdD6776xzz6UZKQMDiDvdHoGzrB.jpg,"[27, 878]",28153,It's Alive,en,It's Alive,"The Davises are expecting a baby, which turns out to be a monster with a nasty habit of killing people whenever scared. And it's easily scared.",2.7213,/jRxJV0N5nox3IVwkculuytkzSjt.jpg,1974-04-26,False,False,6.0,223,1974
False,/cVwPmOixrOwUU2m657U82aarG9S.jpg,"[28, 12, 878]",38582,Godzilla vs. Mechagodzilla,ja,ゴジラ対メカゴジラ,"An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.",2.3428,/ai92jga3nzkeWdPIeZBo6vyhUj5.jpg,1974-03-21,False,False,7.0,288,1974
False,/p9dUVuCMDLnlFDJvLNdw5FvYPgv.jpg,"[878, 28, 12]",27085,The Land That Time Forgot,en,The Land That Time Forgot,"During World War I, a German U-boat sinks a British passenger ship and takes the survivors aboard. After getting lost in fog, the submarine surfaces near the unknown island of Caprona, a lost world where they find dinosaurs and Neanderthals.",2.0198,/2Jtm4aP4kj4vHimFfnLqjnm8LqF.jpg,1974-08-13,False,False,5.677,201,1974
False,/hhxoxYmmx92dKfyibeeBMU2GbC2.jpg,"[878, 14, 10751, 10402]",37627,The Little Prince,en,The Little Prince,"After a pilot is forced to make an emergency landing in the Sahara Desert, he befriends a young prince from outer space; the friendship conjures up stories of journeys through the solar system for the stranded aviator.",2.1473,/xAUiufPCoU8P4F1w4MqpjcxIVCO.jpg,1974-11-06,False,False,6.907,124,1974
False,/9xxF1MBsXJ3Y2EJQsqU61StzcNU.jpg,"[27, 878, 18]",25627,The Living Dead at Manchester Morgue,it,Non si deve profanare il sonno dei morti,"When a series of murders hit the remote English countryside, a detective suspects a pair of travelers when it is actually the work of the undead, jarred back to life by an experimental ultra-sonic radiation machine used by the Ministry of Agriculture to kill insects.",1.7634,/jfa3HmGdq1MZSLaJKtj1st1MDF7.jpg,1974-11-28,False,False,6.405,238,1974
False,/h9XmGb8iw5wbQkfgnT0ITGWJMRE.jpg,"[27, 878]",3117,Frankenstein and the Monster from Hell,en,Frankenstein and the Monster from Hell,"Dr Simon Helder, sentenced to an insane asylum for crimes against humanity, recognises its director as the brilliant Baron Frankenstein, the man whose work he had been trying to emulate before his imprisonment. Frankenstein utilises Helder's medical knowledge for a project he has been working on for some time. He is assembling a man from vital organs extracted from various inmates in the asylum. And the Baron will resort to murder to acquire the perfect specimens for his most ambitious project ever.",1.7047,/lKcAIHSOHquRgit3F59Z81vdMdl.jpg,1974-05-02,False,False,6.141,117,1974
False,/LhNAYzoYqJssVojll2eyKLonu6.jpg,"[35, 27, 878]",62761,The Cars That Ate Paris,en,The Cars That Ate Paris,"After surviving a car accident, a young man finds himself trapped in the isolated town of Paris, where the local economy depends on deliberately causing crashes and salvaging the wreckage. As he becomes entangled in the town’s routines, tensions between its residents and a rebellious group of youths begin to surface.",1.5124,/noP0fjvOK6kguBfG3976jS0wFbt.jpg,1974-10-10,False,False,5.6,105,1974
False,/kZQDyveWkkeOJgbfX2FmMOHRUqh.jpg,"[10770, 878, 53, 27]",20121,Killdozer,en,Killdozer,"A small construction crew on an island is terrorized when a spirit-like being takes over a large bulldozer, and goes on a killing rampage.",1.088,/mcXmSQeqerpUEMJMJQ5TgW3aN0w.jpg,1974-02-02,False,False,5.298,52,1974
False,/qdfcth09QUjcUqU1WQOeoQuOnaB.jpg,"[27, 878, 53]",32940,The Terminal Man,en,The Terminal Man,"As the result of a head injury, brilliant computer scientist Harry Benson begins to experience violent seizures. In an attempt to control the seizures, Benson undergoes a new surgical procedure in which a microcomputer is inserted into his brain. The procedure is not entirely successful.",1.0552,/4kzqHiAe5pB2zaqtbpidVdpbsLY.jpg,1974-06-19,False,False,5.392,60,1974
False,/a53EGF0NzHRGKuRItsrtXBM8FCD.jpg,"[35, 878, 27]",36685,The Rocky Horror Picture Show,en,The Rocky Horror Picture Show,"After getting a flat tire in the middle of nowhere, newly engaged couple Brad and Janet encounter the eerie mansion of the flamboyant, seductive Dr Frank-N-Furter and a variety of eccentric characters. Through elaborate dance and rock music, the mad scientist unveils his latest creation: a perfect, muscular man.",7.1524,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,1975-08-14,False,False,7.443,3179,1975
False,/1WgFbHfTPSXKoqYdB9SbcAWpqrO.jpg,"[28, 878, 35]",13282,Death Race 2000,en,Death Race 2000,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",4.5905,/kwM8kkNGtv62gfPWVhD6qFxjDzg.jpg,1975-04-30,False,False,6.162,580,1975
False,/1Vbf2asuzZqaYUBoTLliI2aP3QP.jpg,"[878, 28, 18]",19333,Terror of Mechagodzilla,ja,メカゴジラの逆襲,"A submarine expedition to salvage the remains of Mechagodzilla is thwarted by a massive dinosaur named Titanosaurus. An Interpol investigation leads biologist Ichinose to uncover the work of Dr. Mafune and his mysterious daughter Katsura. Aligned with the Black Hole Aliens, Katsura's life becomes entwined with the resurrected machine.",2.4146,/kHBJNwdxTJ4ub01bWg6WFpS3WF2.jpg,1975-03-15,False,False,6.8,249,1975
False,/pgVTwsJXv1i2GGZ2yB7KfiYqGAc.jpg,"[53, 878, 27]",12223,The Stepford Wives,en,The Stepford Wives,"Joanna Eberhart comes to the town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.",2.7728,/5z1ogJJmQkCoU62VJmut4nnc2qs.jpg,1975-02-12,False,False,6.681,375,1975
False,/hKhsgLfJlIQVa88dZWR7kIEwgbI.jpg,"[27, 878]",27429,Shivers,en,Shivers,The residents of a suburban high-rise apartment building are infected by parasites that turn them into mindless nymphomaniac fiends.,2.7651,/wcgfPA5FicDgQXaw67kjtUxuxdb.jpg,1975-05-16,False,False,6.365,723,1975
False,/3m45wVVHCX6iIKFHG6NBd3TkRHZ.jpg,"[12, 14, 878, 10751]",14821,Escape to Witch Mountain,en,Escape to Witch Mountain,"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",2.6309,/cXicoCiCfO6FDfv6ozwcfQCnhVW.jpg,1975-03-21,False,False,6.399,237,1975
False,/qV4zzpe4mfXnmFIOL6uugnUcM9R.jpg,"[878, 28]",11484,Rollerball,en,Rollerball,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",2.6824,/cmcipEfexlhVLYQXqeSWp1YcsPY.jpg,1975-06-25,False,False,6.28,626,1975
False,/sWOQBQYkJvm8W7HGk6J8OAjPl2V.jpg,"[18, 878, 35]",4917,A Boy and His Dog,en,A Boy and His Dog,"Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats.",2.7854,/dMbkoFzD5sEQvEaqRsIh4pTBJVq.jpg,1975-03-23,False,False,6.3,389,1975
False,/luRLohOI29820ZKUgPg84wquMqi.jpg,"[14, 27, 878]",27361,Black Moon,en,Black Moon,"There is a global gender war between men and women. A teenage girl tries to escape this reality and arrives at a hidden place where a strange unicorn lives with a family: sister, brother, many children and an old, bedridden woman who stays in contact with the world through her radio.",2.0014,/tsbauHYC5E7YK7UeMl3FM4U9xhK.jpg,1975-09-24,False,False,6.0,163,1975
False,/tY6uezxJR57Eag6IfWbI5qNNxHF.jpg,"[27, 878]",39154,The Giant Spider Invasion,en,The Giant Spider Invasion,"A black hole hits North Wisconsin and opens a door to other dimensions. Giant 15 meter spiders emerge from it, who have an appetite for human flesh! Two NASA scientists try to save the world.",1.7097,/jUaJOZlnrmSRTny7ProiupczO42.jpg,1975-10-16,False,False,4.097,98,1975
False,/jgnD48dvKPGpFybKhiCJuPdByV1.jpg,"[28, 12, 878]",40435,The Super Inframan,zh,中國超人,"The surface of the Earth is under attack, thousands of people are killed in this unprovoked attacked. The cause, Princess Dragonmon and her army of monsters have decided to invade. Princess Dragonmon is an alien whose race has been hiding under us for centuries waiting to attack at the time is right. A doctor has been preparing for something like this and turns his assistant Rayma into the cyborg hero known as Inframan. Now only Inframan stands between the Earth and Princess Dragonmon but when a close friend is captured and brainwashed, can she be stopped with this inside man feeding her info?",1.6732,/jZwmUr0QJRNYEw9XVrRtxkDy0DE.jpg,1975-08-01,False,False,6.027,75,1975
False,/8tcaUcZvUJ5mNzfcvNnArYAhSVP.jpg,"[878, 27, 9648, 53]",62697,Bug,en,Bug,"An earthquake releases a strain of mutant cockroaches with the ability to start fires, which proceed to cause destructive chaos in a small town. The studies carried out by scientist James Parmiter, however, reveal an intent with much more far-reaching consequences.",1.532,/fcGZcDb62IdfIKVsVIezKQy9l15.jpg,1975-06-06,False,False,5.298,99,1975
False,/lERbduEQ32LSCAg1kw6s1E5QtOp.jpg,"[28, 878, 53]",32053,The Ultimate Warrior,en,The Ultimate Warrior,"Only a few people still live in New York in 2012. They are organized in gangs with their own turf. One of them is led by Baron, another one by Carrot, and they are constantly at war with each other.",1.7619,/1RyccpnEHahPtWOoKjwO40pGPmB.jpg,1975-10-02,False,False,5.776,68,1975
False,/yJXAo8N60RaVC6pEuXUQ6wFBCCA.jpg,"[28, 878]",10803,Logan's Run,en,Logan's Run,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",5.0305,/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg,1976-06-23,False,False,6.6,1056,1976
False,/kGdrLjZ1J3XlD57LFjUQN6npCFQ.jpg,"[28, 12, 878, 53]",10640,Futureworld,en,Futureworld,"Two years after the Westworld tragedy in the Delos amusement park, the corporate owners have reopened the park following over $1 billion in safety and other improvements. For publicity purposes, reporters Chuck Browning and Tracy Ballard are invited to review the park. Just prior to arriving, however, Browning is given a clue by a dying man that something is amiss.",3.4566,/sH5b8w52rEt8iqc1ibt1SwU5P.jpg,1976-07-14,False,False,5.887,368,1976
False,/ew3x9p8A28p3sLE8OaHwUsb1mSQ.jpg,"[878, 18, 14]",991,The Man Who Fell to Earth,en,The Man Who Fell to Earth,"Thomas Jerome Newton is an alien who has come to Earth in search of water to save his home planet. Aided by lawyer Oliver Farnsworth, Thomas uses his knowledge of advanced technology to create profitable inventions. While developing a method to transport water, Thomas meets Mary-Lou, a quiet hotel clerk, and begins to fall in love with her. Just as he is ready to leave Earth, Thomas is intercepted by the U.S. government, and his entire plan is threatened.",3.3747,/gwmPVphE5DMFFGXGMhfEFyxOOYj.jpg,1976-03-18,False,False,6.454,611,1976
False,/yPzNawgSgQKnBoE0t1It23y561L.jpg,"[12, 14, 878]",26398,At the Earth's Core,en,At the Earth's Core,"A huge burrowing machine tunnels out of control at ferocious speed, cutting clean through to the center of the earth, to the twilight world of pellucidar. Once there, Dr. Perry and David Innes are threatened by half human creatures, lizard-like birds, and man-eating plants.",1.6524,/hDMmR5asPdAHNXjo1uijHlba9VX.jpg,1976-07-01,False,False,5.1,169,1976
False,/xeXkl6xhaCZgfPsCQpHotZVLozU.jpg,"[27, 878]",42245,The Food of the Gods,en,The Food of the Gods,"Morgan and his friends are on a hunting trip on a remote Canadian island when they are attacked by a swarm of giant wasps. Looking for help, Morgan stumbles across a barn inhabited by an enormous killer chicken. After doing some exploring, they discover the entire island is crawling with animals that have somehow grown to giant size. The most dangerous of all of these, however, are the rats, who are mobilizing to do battle with the human intruders.",1.5516,/1aalvl6E6Ruz9S4B9UOPONytqyR.jpg,1976-06-18,False,False,5.004,128,1976
False,/bJLbFDrUOASkPoUeDOX0UdFE7TD.jpg,"[80, 27, 878]",31579,God Told Me To,en,God Told Me To,A New York detective investigates a series of murders committed by random citizens who claim that 'God told them to'.,1.4455,/nbUjhJGCuSiDiMaNJs2kCtTL7ag.jpg,1976-10-22,False,False,5.853,160,1976
False,/wdTC54O5xJgWoDTRy4bLjKYObGN.jpg,"[27, 878]",31134,Track of the Moon Beast,en,Track of the Moon Beast,"Professor ""Johnny Longbow"" Salina, a man who really knows his stews, introduces Paul Carlson to the practical-joking Kathy Nolan. Paul and Kathy seem to hit it off rather well but, during a meteor storm, a meteorite fragment strikes Paul, burying itself deep in his skull, which has the unpleasant side-effect of causing Paul to mutate into a giant reptilian monster at night and go on murderous rampages. It turns out that this sort of thing has happened before, when Professor Salina rediscovers ancient Native American paintings detailing a similar event many centuries ago. Kathy, however, still loves Paul, and tries to save him.",1.163,/nB9N0WegYbEAEoSZKrHWv5RkuEY.jpg,1976-06-01,False,False,2.5,51,1976
False,/yUiXA68FfQeA8cRBhd0Ao0jIRZt.jpg,"[12, 28, 878]",11,Star Wars,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,43.6615,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,False,False,8.206,22596,1977
False,/yBCekmb7vK70xUhtsRQBcTu65sB.jpg,"[878, 18]",840,Close Encounters of the Third Kind,en,Close Encounters of the Third Kind,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",10.9843,/yaPx3cK9zGFX3SbcKwxWM1QIbUh.jpg,1977-12-14,False,False,7.359,4774,1977
False,/ApB0mF2d5Oqioi3yxjuogiotSLI.jpg,"[27, 878]",985,Eraserhead,en,Eraserhead,"First-time father Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",8.635,/mxveW3mGVc0DzLdOmtkZsgd7c3B.jpg,1977-09-28,False,False,7.3,2783,1977
False,/zlpZzccypkAYFZIyYLQcchl90ZC.jpg,"[878, 28, 80]",225914,Spider-Man,en,Spider-Man,"When an extortionist threatens to force a multi-suicide unless a huge ransom is paid, only Peter Parker can stop him with his new powers as Spider-Man.",5.0156,/jNxRHZ2cxVkNRtxgHuCtv7GY4JP.jpg,1977-09-14,False,False,6.335,215,1977
False,/d4qAHbs8wLBnRatYCPvtp3F48bO.jpg,"[18, 28, 53, 878]",11935,Capricorn One,en,Capricorn One,"In order to protect the reputation of the American space program, a team of NASA administrators turn the first Mars mission into a phony Mars landing. Under threat of harm to their families the astronauts play their part in the deception on a staged set in a deserted military base. But once the real ship returns to Earth and burns up on re-entry, the astronauts become liabilities. Now, with the help of a crusading reporter, they must battle a sinister conspiracy that will stop at nothing to keep the truth hidden.",3.8146,/bxsCARg2rxQ2PzFW5ZsADLT9e9c.jpg,1977-12-10,False,False,6.788,519,1977
False,/UJZePu7YMnmj4B6d7ilmXMI0c5.jpg,"[27, 878]",18775,Demon Seed,en,Demon Seed,"A scientist creates Proteus, an organic supercomputer with artificial intelligence which becomes obsessed with human beings, and in particular the creator's wife.",3.635,/8rAbL1cI5TYB1RmXsPPHnLwnDsi.jpg,1977-04-07,False,False,5.916,274,1977
False,/eTGbkHzD8VijGgmXDjQze9eceUO.jpg,"[28, 12, 878, 10770]",65294,The Incredible Hulk,en,The Incredible Hulk,"An accidental overdose of gamma radiation causes a mutation in scientist David Banner's DNA: now whenever he becomes angry, he metamorphoses into a seven-foot-tall, 330-pound, mindless muscular green creature.",3.3666,/nCstm2LAXwT60QkejeU0fcYUSXS.jpg,1977-11-04,False,False,6.458,165,1977
False,/eMMDskrOnepuahAilFZ1hKhkDXM.jpg,"[12, 878, 53]",25763,Damnation Alley,en,Damnation Alley,"Following World War III, four survivors at a desert military installation attempt to drive across the desolate wasteland of America to Albany, where they hope more survivors are living, using a specially built vehicles to protect themselves against the freakish weather, mutated plant and animal life, and other dangers encountered along the way.",2.6126,/le6eG9xm7xmDWvnQIRK7prH5U69.jpg,1977-09-10,False,False,5.1,116,1977
False,/fZqKC0Dw420APMovCTdneSURJDb.jpg,"[27, 878]",42218,Empire of the Ants,en,Empire of the Ants,"A Florida real estate developer and her captain lure investors to a property in the Everglades called Dreamland Shores, under false pretenses that the swampland will soon be developed. After the group arrives on a small island, they find it has been overrun by giant mutated ants, brought on by the dumping of toxic waste in the area.",2.6279,/6cmuKjH92h2wrBlbj0WPaTdnpnl.jpg,1977-06-29,False,False,4.9,126,1977
False,/7ICl9c70ntA61ayFhlfmwtLzSqt.jpg,"[27, 878]",29437,Rabid,en,Rabid,"A young woman develops a taste for human blood after experimental plastic surgery, and her victims turn into bloodthirsty zombies, leading into a city-wide epidemic.",2.3586,/gIsuIWnvDozlQP4ya6OZEXqDecj.jpg,1977-04-08,False,False,6.3,564,1977
False,/jOgHmyv7a15LUipoOyRbWrGfZyq.jpg,"[878, 27, 12]",26932,The Island of Dr. Moreau,en,The Island of Dr. Moreau,"A ship-wrecked man floats ashore on an island in the Pacific Ocean. The island is inhabited by a scientist, Dr. Moreau, who in an experiment has turned beasts into human beings.",2.6508,/q5kWAWxb3eWCkxFNT6WCipAnpQe.jpg,1977-07-13,False,False,5.7,172,1977
False,/eTzdSb3YCFZvyzicBalPJ9O0zzJ.jpg,"[16, 14, 878]",16220,Wizards,en,Wizards,"After the death of his mother, evil mutant wizard Blackwolf discovers long-lost military technologies. Full of ego and ambition, Blackwolf claims his mother's throne, assembles an army, and sets out to brainwash and conquer Earth. Meanwhile, Blackwolf's gentle twin brother, the bearded sage Avatar, calls upon his own magical abilities to foil Blackwolf's plans for world domination — even if it means eliminating his own flesh and blood.",2.1745,/jeAxoYepnVirGe0H7pmwviSZYul.jpg,1977-02-09,False,False,6.179,243,1977
False,/dRaoGQbXnb3MGo7CxJgVHwGpZOP.jpg,"[27, 878, 10752]",26680,Shock Waves,en,Shock Waves,Visitors to a remote island discover that a reclusive Nazi commandant has been breeding a group of zombie soldiers.,2.2077,/ApYarwDS09ll1I1zZV9XFUe6aGe.jpg,1977-07-15,False,False,4.859,138,1977
False,/devWASeoLDUKuhWvCb5v18VFwOh.jpg,"[27, 878]",40231,The Incredible Melting Man,en,The Incredible Melting Man,"An astronaut exposed to cosmic rays outside of Saturn's rings returns to Earth and begins to melt away. Escaping from the hospital, he wanders around the backwoods looking for human flesh to eat.",1.8608,/cMsdALx0PfSWRQu6we0p6qbtLz.jpg,1977-11-10,False,False,4.564,94,1977
False,/z48a1H9bSK7zjif13j7yHIUtBHC.jpg,"[878, 27]",340315,Godzilla,it,Godzilla,"A re-edited Italian-language dubbed version of the original Godzilla, using as a basis the U.S. version, ""Godzilla, King of the Monsters!"" (1956), plus WWII newsreel footage and clips from other science fiction films. The re-edited film was then colorized via a process called ""Spectrorama 70"" consisting of applying various colored gels to the black and white footage. The film's opening and ending also features new music composed by musicians Fabio Frizzi, Franco Bixio, and Vince Tempera (under the pseudonym Magnetic System).",2.0771,/nlyJGyYbs4plrWsJqK0NfcIpYfp.jpg,1977-01-01,False,False,6.8,55,1977
