decade,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi & Fantasy,Science Fiction,TV Movie,Thriller,War,Western,Other
1950,2.2712712507266755,5.450025990455233,3.9151614284814564,12.80870426028694,6.870606920202394,0.5354425705702219,22.258830733648615,2.498829582899325,2.105766022213492,2.795816297736761,4.354060941225637,2.688376522955127,2.045430502886427,10.829680076165037,0.14274610253652525,4.437341516846897,0.0,5.657333881542881,3.6318446175737504,4.642850541525649,0.05988023952095809
1960,4.5017397865187245,5.771903772133637,2.262080394506724,14.643161489760615,5.569543549205508,0.6673088707852719,20.404556848806855,3.93051495040757,2.81019042749649,2.9098896862561587,6.234523425540237,1.4809165824332386,3.3442645710752075,7.210787835825559,0.8221912402015036,3.6844433319135077,0.42178398559161,5.772499601629016,3.5145807476673676,3.7900843960021406,0.253034506243055
1970,7.902657534648855,4.7637295870641925,2.661790954394284,13.236011151984181,7.141303707062581,0.8059481881643851,19.64072603092212,3.5746270303320857,2.3374491132460733,1.8953154171064963,8.033659336704664,1.2179329179653466,4.073101228784198,4.176917319711714,0.8831688325656042,3.5104699731876785,1.457003233281402,8.284422894050682,2.1371653774593136,2.1134989271751925,0.15310124418895293
1980,8.801215551566965,5.1164155085754235,3.485853223219011,16.760851768278705,6.278828077820035,0.66720978183242,15.5472122527809,3.989294467965626,3.6308239515600476,1.3202906787522282,7.913468242025694,1.4881482594038684,2.9789679990983475,5.526727444623037,1.0929867926723147,4.846431175827573,1.1664221947986069,7.045312603855526,1.5101900020123096,0.48640539209019656,0.3469446312411607
1990,8.985510585402809,4.311352795673354,4.080879458015772,16.794625981961747,6.424331004601586,0.6708026651308462,18.077961602668488,5.532707283683414,3.3842877887589573,1.3442173248939762,4.241293275993963,0.8556351029294532,2.6058043974913785,6.815384117460444,1.4642308900713537,3.5845442470595743,1.7385698463866581,7.285949730224337,0.8570835714362831,0.5210265742395256,0.4238017559160786
2000,8.136833482849672,4.4000326044123215,4.69209404701167,15.564270487451278,5.53809974824847,1.363919522509584,18.770118504971162,4.772595109079498,3.2101747005602888,1.414209879397505,4.779323900058332,1.0212485833517564,3.3424042268518086,6.737187696379688,1.5431146842838,3.153575296187481,1.7489607987666698,7.778648304777745,1.0322015852586306,0.2756662240684718,0.7253206135241642
2010,8.079694721094038,3.4677024943494623,4.85640128860855,14.892305363814307,5.269504593283485,2.52690671554575,20.370127759297066,3.8601329657829297,2.7857635677403265,1.5790375066369715,5.155841133204227,1.1010918795923053,3.6252067466375273,5.334740758122938,1.9802769267691176,3.1014994199511436,2.1297292758762536,7.8586342795388004,1.135437467575348,0.29234200686089,0.597623129718561
2020,8.852872990349569,3.1149843996786077,4.9746872720893425,13.509525933067222,6.361872382205426,2.6669673119016046,20.4603644023225,3.2771650157808403,2.8231535653338753,1.7757069628555016,5.282545200662163,1.1490747481875097,4.911753223469718,4.121250873698613,3.0665979697120593,2.787960612123097,0.7503242519373418,8.204206158081279,1.1001873106344693,0.36414316889787307,0.44465624701138634
